bamboo_trapdoor	blocks	block/bamboo_trapdoor
barrel	blocks	block/barrel_side
barrier	items	item/barrier
basalt	blocks	block/basalt_side
bat_spawn_egg	items	item/bat_spawn_egg
beacon	blocks	block/glass
bedrock	blocks	block/bedrock
bee_nest	blocks	block/bee_nest_side
bee_spawn_egg	items	item/bee_spawn_egg
beef	items	item/beef
beehive	blocks	block/beehive_side
beetroot	items	item/beetroot
beetroot_seeds	items	item/beetroot_seeds
beetroot_soup	items	item/beetroot_soup
bell	items	item/bell
big_dripleaf	blocks	block/big_dripleaf_side
birch_boat	items	item/birch_boat
birch_button	blocks	block/birch_planks
birch_chest_boat	items	item/birch_chest_boat
birch_door	items	item/birch_door
birch_fence	blocks	block/birch_planks
birch_fence_gate	blocks	block/birch_planks
birch_hanging_sign	items	item/birch_hanging_sign
birch_leaves	blocks	block/birch_leaves
birch_log	blocks	block/birch_log
birch_planks	blocks	block/birch_planks
birch_pressure_plate	blocks	block/birch_planks
birch_sapling	blocks	block/birch_sapling
birch_shelf	blocks	block/birch_shelf
birch_sign	items	item/birch_sign
birch_slab	blocks	block/birch_planks
birch_stairs	blocks	block/birch_planks
birch_trapdoor	blocks	block/birch_trapdoor
birch_wood	blocks	block/birch_log
black_bed	blocks	block/bed_head_north
black_bundle	items	item/black_bundle
black_candle	items	item/black_candle
black_carpet	blocks	block/black_wool
black_concrete	blocks	block/black_concrete
black_concrete_powder	blocks	block/black_concrete_powder
black_concrete_slab	blocks	block/black_concrete
black_concrete_stairs	blocks	block/black_concrete
black_cushion	items	item/black_cushion
black_dye	items	item/black_dye
black_glazed_terracotta	blocks	block/black_glazed_terracotta
black_harness	items	item/black_harness
black_stained_glass	blocks	block/black_stained_glass
black_stained_glass_pane	blocks	block/black_stained_glass
black_terracotta	blocks	block/black_terracotta
black_wool	blocks	block/black_wool
black_wool_slab	blocks	block/black_wool
black_wool_stairs	blocks	block/black_wool
blackstone	blocks	block/blackstone
blackstone_slab	blocks	block/blackstone
blackstone_stairs	blocks	block/blackstone
blackstone_wall	blocks	block/blackstone
blade_pottery_sherd	items	item/blade_pottery_sherd
blast_furnace	blocks	block/blast_furnace_side
blaze_powder	items	item/blaze_powder
blaze_rod	items	item/blaze_rod
blaze_spawn_egg	items	item/blaze_spawn_egg
blue_bed	blocks	block/bed_head_north
blue_bundle	items	item/blue_bundle
blue_candle	items	item/blue_candle
blue_carpet	blocks	block/blue_wool
blue_concrete	blocks	block/blue_concrete
blue_concrete_powder	blocks	block/blue_concrete_powder
blue_concrete_slab	blocks	block/blue_concrete
blue_concrete_stairs	blocks	block/blue_concrete
blue_cushion	items	item/blue_cushion
blue_dye	items	item/blue_dye
blue_egg	items	item/blue_egg
blue_glazed_terracotta	blocks	block/blue_glazed_terracotta
blue_harness	items	item/blue_harness
blue_ice	blocks	block/blue_ice
blue_orchid	blocks	block/blue_orchid
blue_stained_glass	blocks	block/blue_stained_glass
blue_stained_glass_pane	blocks	block/blue_stained_glass
blue_terracotta	blocks	block/blue_terracotta
blue_wool	blocks	block/blue_wool
blue_wool_slab	blocks	block/blue_wool
blue_wool_stairs	blocks	block/blue_wool
bogged_spawn_egg	items	item/bogged_spawn_egg
bolt_armor_trim_smithing_template	items	item/bolt_armor_trim_smithing_template
bone	items	item/bone
bone_block	blocks	block/bone_block_side
bone_meal	items	item/bone_meal
book	items	item/book
bookshelf	blocks	block/bookshelf
bordure_indented_banner_pattern	items	item/bordure_indented_banner_pattern
bow	items	item/bow
bowl	items	item/bowl
brain_coral	blocks	block/brain_coral
brain_coral_block	blocks	block/brain_coral_block
brain_coral_fan	blocks	block/brain_coral_fan
bread	items	item/bread
breeze_rod	items	item/breeze_rod
breeze_spawn_egg	items	item/breeze_spawn_egg
brewer_pottery_sherd	items	item/brewer_pottery_sherd
brewing_stand	items	item/brewing_stand
brick	items	item/brick
brick_slab	blocks	block/bricks
brick_stairs	blocks	block/bricks
brick_wall	blocks	block/bricks
bricks	blocks	block/bricks
brown_bed	blocks	block/bed_head_north
brown_bundle	items	item/brown_bundle
brown_candle	items	item/brown_candle
brown_carpet	blocks	block/brown_wool
brown_concrete	blocks	block/brown_concrete
brown_concrete_powder	blocks	block/brown_concrete_powder
brown_concrete_slab	blocks	block/brown_concrete
brown_concrete_stairs	blocks	block/brown_concrete
brown_cushion	items	item/brown_cushion
brown_dye	items	item/brown_dye
brown_egg	items	item/brown_egg
brown_glazed_terracotta	blocks	block/brown_glazed_terracotta
brown_harness	items	item/brown_harness
brown_mushroom	blocks	block/brown_mushroom
brown_mushroom_block	blocks	block/brown_mushroom_block
brown_stained_glass	blocks	block/brown_stained_glass
brown_stained_glass_pane	blocks	block/brown_stained_glass
brown_terracotta	blocks	block/brown_terracotta
brown_wool	blocks	block/brown_wool
brown_wool_slab	blocks	block/brown_wool
brown_wool_stairs	blocks	block/brown_wool
brush	items	item/brush
bubble_coral	blocks	block/bubble_coral
bubble_coral_block	blocks	block/bubble_coral_block
bubble_coral_fan	blocks	block/bubble_coral_fan
bucket	items	item/bucket
budding_amethyst	blocks	block/budding_amethyst
bundle	items	item/bundle
buried_ancient_city_map	items	item/buried_ancient_city_map
buried_mineshaft_map	items	item/buried_mineshaft_map
buried_treasure_map	items	item/buried_treasure_map
buried_trial_chambers_map	items	item/buried_trial_chambers_map
burn_pottery_sherd	items	item/burn_pottery_sherd
bush	blocks	block/bush
cactus	blocks	block/cactus_side
cactus_flower	blocks	block/cactus_flower
cake	items	item/cake
calcite	blocks	block/calcite
calibrated_sculk_sensor	blocks	block/sculk_sensor_side
camel_husk_spawn_egg	items	item/camel_husk_spawn_egg
camel_spawn_egg	items	item/camel_spawn_egg
campfire	items	item/campfire
candle	items	item/candle
carrot	items	item/carrot
carrot_on_a_stick	items	item/carrot_on_a_stick
cartography_table	blocks	block/cartography_table_side3
carved_pumpkin	blocks	block/pumpkin_side
cat_spawn_egg	items	item/cat_spawn_egg
cauldron	items	item/cauldron
cave_spider_spawn_egg	items	item/cave_spider_spawn_egg
chain_command_block	blocks	block/chain_command_block_side
chainmail_boots	items	item/chainmail_boots
chainmail_chestplate	items	item/chainmail_chestplate
chainmail_helmet	items	item/chainmail_helmet
chainmail_leggings	items	item/chainmail_leggings
charcoal	items	item/charcoal
cherry_boat	items	item/cherry_boat
cherry_button	blocks	block/cherry_planks
cherry_chest_boat	items	item/cherry_chest_boat
cherry_door	items	item/cherry_door
cherry_fence	blocks	block/cherry_planks
cherry_fence_gate	blocks	block/cherry_planks
cherry_hanging_sign	items	item/cherry_hanging_sign
cherry_leaves	blocks	block/cherry_leaves
cherry_log	blocks	block/cherry_log
cherry_planks	blocks	block/cherry_planks
cherry_pressure_plate	blocks	block/cherry_planks
cherry_sapling	blocks	block/cherry_sapling
cherry_shelf	blocks	block/cherry_shelf
cherry_sign	items	item/cherry_sign
cherry_slab	blocks	block/cherry_planks
cherry_stairs	blocks	block/cherry_planks
cherry_trapdoor	blocks	block/cherry_trapdoor
cherry_wood	blocks	block/cherry_log
chest_minecart	items	item/chest_minecart
chicken	items	item/chicken
chicken_spawn_egg	items	item/chicken_spawn_egg
chipped_anvil	blocks	block/chipped_anvil_top
chiseled_bookshelf	blocks	block/chiseled_bookshelf_side
chiseled_cinnabar	blocks	block/chiseled_cinnabar
chiseled_copper	blocks	block/chiseled_copper
chiseled_deepslate	blocks	block/chiseled_deepslate
chiseled_nether_bricks	blocks	block/chiseled_nether_bricks
chiseled_polished_blackstone	blocks	block/chiseled_polished_blackstone
chiseled_quartz_block	blocks	block/chiseled_quartz_block
chiseled_red_sandstone	blocks	block/chiseled_red_sandstone
chiseled_resin_bricks	blocks	block/chiseled_resin_bricks
chiseled_sandstone	blocks	block/chiseled_sandstone
chiseled_stone_bricks	blocks	block/chiseled_stone_bricks
chiseled_sulfur	blocks	block/chiseled_sulfur
chiseled_tuff	blocks	block/chiseled_tuff
chiseled_tuff_bricks	blocks	block/chiseled_tuff_bricks
chorus_flower	blocks	block/chorus_flower
chorus_fruit	items	item/chorus_fruit
chorus_plant	blocks	block/chorus_plant
cinnabar	blocks	block/cinnabar
cinnabar_brick_slab	blocks	block/cinnabar_bricks
cinnabar_brick_stairs	blocks	block/cinnabar_bricks
cinnabar_brick_wall	blocks	block/cinnabar_bricks
cinnabar_bricks	blocks	block/cinnabar_bricks
cinnabar_slab	blocks	block/cinnabar
cinnabar_stairs	blocks	block/cinnabar
cinnabar_wall	blocks	block/cinnabar
clay	blocks	block/clay
clay_ball	items	item/clay_ball
clock	items	item/clock_00
closed_eyeblossom	blocks	block/closed_eyeblossom
coal	items	item/coal
coal_block	blocks	block/coal_block
coal_ore	blocks	block/coal_ore
coarse_dirt	blocks	block/coarse_dirt
coast_armor_trim_smithing_template	items	item/coast_armor_trim_smithing_template
cobbled_deepslate	blocks	block/cobbled_deepslate
cobbled_deepslate_slab	blocks	block/cobbled_deepslate
cobbled_deepslate_stairs	blocks	block/cobbled_deepslate
cobbled_deepslate_wall	blocks	block/cobbled_deepslate
cobblestone	blocks	block/cobblestone
cobblestone_slab	blocks	block/cobblestone
cobblestone_stairs	blocks	block/cobblestone
cobblestone_wall	blocks	block/cobblestone
cobweb	blocks	block/cobweb
cocoa_beans	items	item/cocoa_beans
cod	items	item/cod
cod_bucket	items	item/cod_bucket
cod_spawn_egg	items	item/cod_spawn_egg
command_block	blocks	block/command_block_side
command_block_minecart	items	item/command_block_minecart
comparator	items	item/comparator
compass	items	item/compass_16
composter	blocks	block/composter_side
cooked_beef	items	item/cooked_beef
cooked_chicken	items	item/cooked_chicken
cooked_cod	items	item/cooked_cod
cooked_mutton	items	item/cooked_mutton
cooked_porkchop	items	item/cooked_porkchop
cooked_rabbit	items	item/cooked_rabbit
cooked_salmon	items	item/cooked_salmon
cookie	items	item/cookie
copper_axe	items	item/copper_axe
copper_bars	blocks	block/copper_bars
copper_block	blocks	block/copper_block
copper_boots	items	item/copper_boots
copper_bulb	blocks	block/copper_bulb
copper_chain	items	item/copper_chain
copper_chestplate	items	item/copper_chestplate
copper_door	items	item/copper_door
copper_golem_spawn_egg	items	item/copper_golem_spawn_egg
copper_grate	blocks	block/copper_grate
copper_helmet	items	item/copper_helmet
copper_hoe	items	item/copper_hoe
copper_horse_armor	items	item/copper_horse_armor
copper_ingot	items	item/copper_ingot
copper_lantern	items	item/copper_lantern
copper_leggings	items	item/copper_leggings
copper_nautilus_armor	items	item/copper_nautilus_armor
copper_nugget	items	item/copper_nugget
copper_ore	blocks	block/copper_ore
copper_pickaxe	items	item/copper_pickaxe
copper_shovel	items	item/copper_shovel
copper_spear	items	item/copper_spear
copper_sword	items	item/copper_sword
copper_torch	blocks	block/copper_torch
copper_trapdoor	blocks	block/copper_trapdoor
cornflower	blocks	block/cornflower
cow_spawn_egg	items	item/cow_spawn_egg
cracked_deepslate_bricks	blocks	block/cracked_deepslate_bricks
cracked_deepslate_tiles	blocks	block/cracked_deepslate_tiles
cracked_nether_bricks	blocks	block/cracked_nether_bricks
cracked_polished_blackstone_bricks	blocks	block/cracked_polished_blackstone_bricks
cracked_stone_bricks	blocks	block/cracked_stone_bricks
crafter	blocks	block/crafter_top
crafting_table	blocks	block/crafting_table_front
creaking_heart	blocks	block/creaking_heart
creaking_spawn_egg	items	item/creaking_spawn_egg
creeper_banner_pattern	items	item/creeper_banner_pattern
creeper_spawn_egg	items	item/creeper_spawn_egg
crimson_button	blocks	block/crimson_planks
crimson_door	items	item/crimson_door
crimson_fence	blocks	block/crimson_planks
crimson_fence_gate	blocks	block/crimson_planks
crimson_fungus	blocks	block/crimson_fungus
crimson_hanging_sign	items	item/crimson_hanging_sign
crimson_hyphae	blocks	block/crimson_stem
crimson_nylium	blocks	block/crimson_nylium_side
crimson_planks	blocks	block/crimson_planks
crimson_pressure_plate	blocks	block/crimson_planks
crimson_roots	blocks	block/crimson_roots
crimson_shelf	blocks	block/crimson_shelf
crimson_sign	items	item/crimson_sign
crimson_slab	blocks	block/crimson_planks
crimson_stairs	blocks	block/crimson_planks
crimson_stem	blocks	block/crimson_stem
crimson_trapdoor	blocks	block/crimson_trapdoor
crossbow	items	item/crossbow_standby
crying_obsidian	blocks	block/crying_obsidian
cut_copper	blocks	block/cut_copper
cut_copper_slab	blocks	block/cut_copper
cut_copper_stairs	blocks	block/cut_copper
cut_red_sandstone	blocks	block/cut_red_sandstone
cut_red_sandstone_slab	blocks	block/cut_red_sandstone
cut_sandstone	blocks	block/cut_sandstone
cut_sandstone_slab	blocks	block/cut_sandstone
cyan_bed	blocks	block/bed_head_north
cyan_bundle	items	item/cyan_bundle
cyan_candle	items	item/cyan_candle
cyan_carpet	blocks	block/cyan_wool
cyan_concrete	blocks	block/cyan_concrete
cyan_concrete_powder	blocks	block/cyan_concrete_powder
cyan_concrete_slab	blocks	block/cyan_concrete
cyan_concrete_stairs	blocks	block/cyan_concrete
cyan_cushion	items	item/cyan_cushion
cyan_dye	items	item/cyan_dye
cyan_glazed_terracotta	blocks	block/cyan_glazed_terracotta
cyan_harness	items	item/cyan_harness
cyan_stained_glass	blocks	block/cyan_stained_glass
cyan_stained_glass_pane	blocks	block/cyan_stained_glass
cyan_terracotta	blocks	block/cyan_terracotta
cyan_wool	blocks	block/cyan_wool
cyan_wool_slab	blocks	block/cyan_wool
cyan_wool_stairs	blocks	block/cyan_wool
damaged_anvil	blocks	block/damaged_anvil_top
dandelion	blocks	block/dandelion
danger_pottery_sherd	items	item/danger_pottery_sherd
dark_oak_boat	items	item/dark_oak_boat
dark_oak_button	blocks	block/dark_oak_planks
dark_oak_chest_boat	items	item/dark_oak_chest_boat
dark_oak_door	items	item/dark_oak_door
dark_oak_fence	blocks	block/dark_oak_planks
dark_oak_fence_gate	blocks	block/dark_oak_planks
dark_oak_hanging_sign	items	item/dark_oak_hanging_sign
dark_oak_leaves	blocks	block/dark_oak_leaves
dark_oak_log	blocks	block/dark_oak_log
dark_oak_planks	blocks	block/dark_oak_planks
dark_oak_pressure_plate	blocks	block/dark_oak_planks
dark_oak_sapling	blocks	block/dark_oak_sapling
dark_oak_shelf	blocks	block/dark_oak_shelf
dark_oak_sign	items	item/dark_oak_sign
dark_oak_slab	blocks	block/dark_oak_planks
dark_oak_stairs	blocks	block/dark_oak_planks
dark_oak_trapdoor	blocks	block/dark_oak_trapdoor
dark_oak_wood	blocks	block/dark_oak_log
dark_prismarine	blocks	block/dark_prismarine
dark_prismarine_slab	blocks	block/dark_prismarine
dark_prismarine_stairs	blocks	block/dark_prismarine
daylight_detector	blocks	block/daylight_detector_side
dead_brain_coral	blocks	block/dead_brain_coral
dead_brain_coral_block	blocks	block/dead_brain_coral_block
dead_brain_coral_fan	blocks	block/dead_brain_coral_fan
dead_bubble_coral	blocks	block/dead_bubble_coral
dead_bubble_coral_block	blocks	block/dead_bubble_coral_block
dead_bubble_coral_fan	blocks	block/dead_bubble_coral_fan
dead_bush	blocks	block/dead_bush
dead_fire_coral	blocks	block/dead_fire_coral
dead_fire_coral_block	blocks	block/dead_fire_coral_block
dead_fire_coral_fan	blocks	block/dead_fire_coral_fan
dead_horn_coral	blocks	block/dead_horn_coral
dead_horn_coral_block	blocks	block/dead_horn_coral_block
dead_horn_coral_fan	blocks	block/dead_horn_coral_fan
dead_tube_coral	blocks	block/dead_tube_coral
dead_tube_coral_block	blocks	block/dead_tube_coral_block
dead_tube_coral_fan	blocks	block/dead_tube_coral_fan
debug_stick	items	item/stick
deepslate	blocks	block/deepslate
deepslate_brick_slab	blocks	block/deepslate_bricks
deepslate_brick_stairs	blocks	block/deepslate_bricks
deepslate_brick_wall	blocks	block/deepslate_bricks
deepslate_bricks	blocks	block/deepslate_bricks
deepslate_coal_ore	blocks	block/deepslate_coal_ore
deepslate_copper_ore	blocks	block/deepslate_copper_ore
deepslate_diamond_ore	blocks	block/deepslate_diamond_ore
deepslate_emerald_ore	blocks	block/deepslate_emerald_ore
deepslate_gold_ore	blocks	block/deepslate_gold_ore
deepslate_iron_ore	blocks	block/deepslate_iron_ore
deepslate_lapis_ore	blocks	block/deepslate_lapis_ore
deepslate_redstone_ore	blocks	block/deepslate_redstone_ore
deepslate_tile_slab	blocks	block/deepslate_tiles
deepslate_tile_stairs	blocks	block/deepslate_tiles
deepslate_tile_wall	blocks	block/deepslate_tiles
deepslate_tiles	blocks	block/deepslate_tiles
desert_pyramid_map	items	item/desert_pyramid_map
desert_village_map	items	item/desert_village_map
detector_rail	blocks	block/detector_rail
diamond	items	item/diamond
diamond_axe	items	item/diamond_axe
diamond_block	blocks	block/diamond_block
diamond_boots	items	item/diamond_boots
diamond_chestplate	items	item/diamond_chestplate
diamond_helmet	items	item/diamond_helmet
diamond_hoe	items	item/diamond_hoe
diamond_horse_armor	items	item/diamond_horse_armor
diamond_leggings	items	item/diamond_leggings
diamond_nautilus_armor	items	item/diamond_nautilus_armor
diamond_ore	blocks	block/diamond_ore
diamond_pickaxe	items	item/diamond_pickaxe
diamond_shovel	items	item/diamond_shovel
diamond_spear	items	item/diamond_spear
diamond_sword	items	item/diamond_sword
diorite	blocks	block/diorite
diorite_slab	blocks	block/diorite
diorite_stairs	blocks	block/diorite
diorite_wall	blocks	block/diorite
dirt	blocks	block/dirt
dirt_path	blocks	block/dirt_path_side
disc_fragment_5	items	item/disc_fragment_5
dispenser	blocks	block/furnace_side
dolphin_spawn_egg	items	item/dolphin_spawn_egg
donkey_spawn_egg	items	item/donkey_spawn_egg
dragon_breath	items	item/dragon_breath
dragon_egg	blocks	block/dragon_egg
dried_ghast	blocks	block/dried_ghast_hydration_0_top
dried_kelp	items	item/dried_kelp
dried_kelp_block	blocks	block/dried_kelp_side
dripstone_block	blocks	block/dripstone_block
dropper	blocks	block/furnace_side
drowned_spawn_egg	items	item/drowned_spawn_egg
dune_armor_trim_smithing_template	items	item/dune_armor_trim_smithing_template
echo_shard	items	item/echo_shard
egg	items	item/egg
elder_guardian_spawn_egg	items	item/elder_guardian_spawn_egg
elytra	items	item/elytra
emerald	items	item/emerald
emerald_block	blocks	block/emerald_block
emerald_ore	blocks	block/emerald_ore
enchanted_book	items	item/enchanted_book
enchanted_golden_apple	items	item/golden_apple
enchanting_table	blocks	block/enchanting_table_side
end_crystal	items	item/end_crystal
end_portal_frame	blocks	block/end_portal_frame_side
end_rod	blocks	block/end_rod
end_stone	blocks	block/end_stone
end_stone_brick_slab	blocks	block/end_stone_bricks
end_stone_brick_stairs	blocks	block/end_stone_bricks
end_stone_brick_wall	blocks	block/end_stone_bricks
end_stone_bricks	blocks	block/end_stone_bricks
ender_dragon_spawn_egg	items	item/ender_dragon_spawn_egg
ender_eye	items	item/ender_eye
ender_pearl	items	item/ender_pearl
enderman_spawn_egg	items	item/enderman_spawn_egg
endermite_spawn_egg	items	item/endermite_spawn_egg
evoker_spawn_egg	items	item/evoker_spawn_egg
experience_bottle	items	item/experience_bottle
explorer_pottery_sherd	items	item/explorer_pottery_sherd
exposed_chiseled_copper	blocks	block/exposed_chiseled_copper
exposed_copper	blocks	block/exposed_copper
exposed_copper_bars	blocks	block/exposed_copper_bars
exposed_copper_bulb	blocks	block/exposed_copper_bulb
exposed_copper_chain	items	item/exposed_copper_chain
exposed_copper_door	items	item/exposed_copper_door
exposed_copper_grate	blocks	block/exposed_copper_grate
exposed_copper_lantern	items	item/exposed_copper_lantern
exposed_copper_trapdoor	blocks	block/exposed_copper_trapdoor
exposed_cut_copper	blocks	block/exposed_cut_copper
exposed_cut_copper_slab	blocks	block/exposed_cut_copper
exposed_cut_copper_stairs	blocks	block/exposed_cut_copper
exposed_lightning_rod	blocks	block/exposed_lightning_rod
eye_armor_trim_smithing_template	items	item/eye_armor_trim_smithing_template
farmland	blocks	block/dirt
feather	items	item/feather
fermented_spider_eye	items	item/fermented_spider_eye
fern	blocks	block/fern
field_masoned_banner_pattern	items	item/field_masoned_banner_pattern
filled_map	items	item/filled_map
fire_charge	items	item/fire_charge
fire_coral	blocks	block/fire_coral
fire_coral_block	blocks	block/fire_coral_block
fire_coral_fan	blocks	block/fire_coral_fan
firefly_bush	items	item/firefly_bush
firework_rocket	items	item/firework_rocket
firework_star	items	item/firework_star
fishing_rod	items	item/fishing_rod
fletching_table	blocks	block/fletching_table_front
flint	items	item/flint
flint_and_steel	items	item/flint_and_steel
flow_armor_trim_smithing_template	items	item/flow_armor_trim_smithing_template
flow_banner_pattern	items	item/flow_banner_pattern
flow_pottery_sherd	items	item/flow_pottery_sherd
flower_banner_pattern	items	item/flower_banner_pattern
flower_pot	items	item/flower_pot
flowering_azalea	blocks	block/flowering_azalea_side
flowering_azalea_leaves	blocks	block/flowering_azalea_leaves
fox_spawn_egg	items	item/fox_spawn_egg
friend_pottery_sherd	items	item/friend_pottery_sherd
frog_spawn_egg	items	item/frog_spawn_egg
frogspawn	blocks	block/frogspawn
furnace	blocks	block/furnace_side
furnace_minecart	items	item/furnace_minecart
ghast_spawn_egg	items	item/ghast_spawn_egg
ghast_tear	items	item/ghast_tear
gilded_blackstone	blocks	block/gilded_blackstone
glass	blocks	block/glass
glass_bottle	items	item/glass_bottle
glass_pane	blocks	block/glass
glistering_melon_slice	items	item/glistering_melon_slice
globe_banner_pattern	items	item/globe_banner_pattern
glow_berries	items	item/glow_berries
glow_ink_sac	items	item/glow_ink_sac
glow_item_frame	items	item/glow_item_frame
glow_lichen	blocks	block/glow_lichen
glow_squid_spawn_egg	items	item/glow_squid_spawn_egg
glowstone	blocks	block/glowstone
glowstone_dust	items	item/glowstone_dust
goat_horn	items	item/goat_horn
goat_spawn_egg	items	item/goat_spawn_egg
gold_block	blocks	block/gold_block
gold_ingot	items	item/gold_ingot
gold_nugget	items	item/gold_nugget
gold_ore	blocks	block/gold_ore
golden_apple	items	item/golden_apple
golden_axe	items	item/golden_axe
golden_boots	items	item/golden_boots
golden_carrot	items	item/golden_carrot
golden_chestplate	items	item/golden_chestplate
golden_dandelion	blocks	block/golden_dandelion
golden_helmet	items	item/golden_helmet
golden_hoe	items	item/golden_hoe
golden_horse_armor	items	item/golden_horse_armor
golden_leggings	items	item/golden_leggings
golden_nautilus_armor	items	item/golden_nautilus_armor
golden_pickaxe	items	item/golden_pickaxe
golden_shovel	items	item/golden_shovel
golden_spear	items	item/golden_spear
golden_sword	items	item/golden_sword
granite	blocks	block/granite
granite_slab	blocks	block/granite
granite_stairs	blocks	block/granite
granite_wall	blocks	block/granite
grass_block	blocks	block/grass_block_side
gravel	blocks	block/gravel
gray_bed	blocks	block/bed_head_north
gray_bundle	items	item/gray_bundle
gray_candle	items	item/gray_candle
gray_carpet	blocks	block/gray_wool
gray_concrete	blocks	block/gray_concrete
gray_concrete_powder	blocks	block/gray_concrete_powder
gray_concrete_slab	blocks	block/gray_concrete
gray_concrete_stairs	blocks	block/gray_concrete
gray_cushion	items	item/gray_cushion
gray_dye	items	item/gray_dye
gray_glazed_terracotta	blocks	block/gray_glazed_terracotta
gray_harness	items	item/gray_harness
gray_stained_glass	blocks	block/gray_stained_glass
gray_stained_glass_pane	blocks	block/gray_stained_glass
gray_terracotta	blocks	block/gray_terracotta
gray_wool	blocks	block/gray_wool
gray_wool_slab	blocks	block/gray_wool
gray_wool_stairs	blocks	block/gray_wool
green_bed	blocks	block/bed_head_north
green_bundle	items	item/green_bundle
green_candle	items	item/green_candle
green_carpet	blocks	block/green_wool
green_concrete	blocks	block/green_concrete
green_concrete_powder	blocks	block/green_concrete_powder
green_concrete_slab	blocks	block/green_concrete
green_concrete_stairs	blocks	block/green_concrete
green_cushion	items	item/green_cushion
green_dye	items	item/green_dye
green_glazed_terracotta	blocks	block/green_glazed_terracotta
green_harness	items	item/green_harness
green_stained_glass	blocks	block/green_stained_glass
green_stained_glass_pane	blocks	block/green_stained_glass
green_terracotta	blocks	block/green_terracotta
green_wool	blocks	block/green_wool
green_wool_slab	blocks	block/green_wool
green_wool_stairs	blocks	block/green_wool
grindstone	blocks	block/grindstone_side
guardian_spawn_egg	items	item/guardian_spawn_egg
gunpowder	items	item/gunpowder
guster_banner_pattern	items	item/guster_banner_pattern
guster_pottery_sherd	items	item/guster_pottery_sherd
hanging_roots	blocks	block/hanging_roots
happy_ghast_spawn_egg	items	item/happy_ghast_spawn_egg
hay_block	blocks	block/hay_block_side
heart_of_the_sea	items	item/heart_of_the_sea
heart_pottery_sherd	items	item/heart_pottery_sherd
heartbreak_pottery_sherd	items	item/heartbreak_pottery_sherd
heavy_core	blocks	block/heavy_core
heavy_weighted_pressure_plate	blocks	block/iron_block
hoglin_spawn_egg	items	item/hoglin_spawn_egg
honey_block	blocks	block/honey_block_side
honey_bottle	items	item/honey_bottle
honeycomb	items	item/honeycomb
honeycomb_block	blocks	block/honeycomb_block
hopper	items	item/hopper
hopper_minecart	items	item/hopper_minecart
horn_coral	blocks	block/horn_coral
horn_coral_block	blocks	block/horn_coral_block
horn_coral_fan	blocks	block/horn_coral_fan
horse_spawn_egg	items	item/horse_spawn_egg
host_armor_trim_smithing_template	items	item/host_armor_trim_smithing_template
howl_pottery_sherd	items	item/howl_pottery_sherd
husk_spawn_egg	items	item/husk_spawn_egg
ice	blocks	block/ice
